1,101,F,1,1,shared,1000
1,101,F,2,2,shared,1000
1,101,F,3,2,shared,1000
1,101,F,1,2,shared,1000
1,101,F,2,1,shared,1000
1,101,F,3,1,shared,1000
1,102,F,1,1,shared,1000
1,102,F,2,1,shared,1000
1,102,F,3,1,shared,1000
1,102,F,1,2,shared,1000
1,102,F,2,2,shared,1000
1,102,F,3,2,shared,1000
1,103,F,1,1,shared,1000
1,103,F,2,1,shared,1000
1,103,F,3,1,shared,1000
1,103,F,1,2,shared,1000
1,103,F,2,2,shared,1000
1,103,F,3,2,shared,1000
1,104,F,1,1,shared,1000
1,104,F,2,1,shared,1000
1,104,F,3,1,shared,1000
1,104,F,1,2,shared,1000
1,104,F,2,2,shared,1000
1,104,F,3,2,shared,1000
1,201,F,1,1,shared,1000
1,201,F,2,1,shared,1000
1,201,F,3,1,shared,1000
1,201,F,1,2,shared,1000
1,201,F,2,2,shared,1000
1,201,F,3,2,shared,1000
1,202,F,1,1,shared,1000
1,202,F,2,1,shared,1000
1,202,F,3,1,shared,1000
1,202,F,1,2,shared,1000
1,202,F,2,2,shared,1000
1,202,F,3,2,shared,1000
1,203,F,1,1,shared,1000
1,203,F,2,1,shared,1000
1,203,F,3,1,shared,1000
1,203,F,1,2,shared,1000
1,203,F,2,2,shared,1000
1,203,F,3,2,shared,1000
2,1,F,1,1,private,1500
2,1,F,2,1,private,1500
2,1,F,3,1,shared,1100
2,1,F,3,2,shared,1100
2,2,F,1,1,private,1500
2,2,F,2,1,private,1500
2,2,F,3,1,shared,1100
2,2,F,3,2,shared,1100
2,3,F,1,1,private,1500
2,3,F,2,1,private,1500
2,3,F,3,1,shared,1100
2,3,F,3,2,shared,1100
2,4,F,1,1,private,1500
2,4,F,2,1,shared,1100
2,4,F,2,2,shared,1100
2,4,F,3,1,shared,1100
2,4,F,3,2,shared,1100
3,1101,M,1,1,shared,1675
3,1101,M,2,1,shared,1675
3,1101,M,3,1,shared,1675
3,1101,M,4,1,shared,1675
3,1101,M,1,2,shared,1675
3,1101,M,2,2,shared,1675
3,1101,M,3,2,shared,1675
3,1101,M,4,2,shared,1675
3,1102,M,1,1,shared,1675
3,1102,M,2,1,shared,1675
3,1102,M,3,1,shared,1675
3,1102,M,4,1,shared,1675
3,1102,M,1,2,shared,1675
3,1102,M,2,2,shared,1675
3,1102,M,3,2,shared,1675
3,1102,M,4,2,shared,1675
